说明：来源于http://www.ihp.sinica.edu.tw/~twsung/subject/06/hd.dbf，系台湾为《中国历史地名辞典》编写的索引。原文件编码为big5，缺字部分用pua字代替，需要后期手动还原。
《中国历史地名辞典》为中国大陆复旦大学史地所编写的书，原书使用的是大陆简化字。台湾在编写索引时只是单一地进行了录入，并没有为简繁不对称的字作订正。所以百馀简繁不对称的字仍需要一一校正。比如“后”、“丰”等。因此本文件错讹很多，不宜直接使用。

PLACE	PAGES
金津	518
金陵	518
金堤	518
金勒	518
金阊	518
金鹅	518
金山卫	518
金山寺	518
金山县	518
金山郡	518
金口站	518
金川县	518
金川驿	519
金川寨	519
金门县	519
金门亭	519
金门郡	519
金马山	519
金马门	519
金马坊	519
金乡卫	519
金乡县	519
金天军	519
金牛县	519
金牛站	519
金牛城	519
金牛道	519
金牛镇	519
金氏陂	519
金水口	519
金水县	519
金水河	519
金龙口	519
金龙州	519
金龙县	519
金兰县	519
金田村	519
金生城	520
金宁县	520
金台顿	520
金光门	520
金迁郡	520
金竹关	520
金竹岭	520
金竹府	520
金竹隘	520
金华山	520
金华观	520
金华县	520
金华府	520
金华郡	520
金州卫	520
金汤城	520
金安县	520
金坛县	520
金利站	520
金利墟	520
金谷园	520
金谷涧	520
金沙场	520
金沙谷	520
金沙驿	520
金沙泉	520
金沙渡	520
金鸡驿	520
金鸡站	520
金陂镇	521
金柜镇	521
金昌县	521
金昌城	521
金昌亭	521
金明门	521
金明池	521
金明县	521
金明郡	521
金明寨	521
金岭镇	521
金河县	521
金宝圩	521
金宝城	521
金肃军	521
金城州	521
金城县	521
金城驿	522
金城津	522
金城宫	522
金城郡	522
金城寨	522
金城镇	522
金界壕	522
金剑县	522
金钱圩	522
金莎岭	522
金积县	522
金娑山	522
金娑岭	522
金陵县	522
金陵府	522
金陵渡	522
金陵镇	522
金匮县	522
金堂县	522
金饶山	522
金渊县	522
金堤关	522
金堤集	522
金雁桥	522
金锁关	523
金微山	523
金塘山	523
金楼寨	523
金源县	523
金墉城	523
金满县	523
金溪场	523
金溪县	523
金斗盐场	523
金宝顶堡	523
金刚台山	523
金岭镇站	523
金峒土司	523
金家岭寨	523
金塔寺堡	523
金门千户所	523
金峒安抚司	523
金筑长官司	523
金筑安抚司	523
金微都督府	523
金石番长官司	523
金石番太平军安抚司	523
金容金达等处长官司	523
斧斗	523
采石山	523
采石镇	524
采育营	524
采桑津	524
受州	524
受阳县	524
受降城	524
狋氏县	524
狐人邑	524
狐奴县	524
狐苏县	524
狐骀邑	524
狐胡国	524
狐厨邑	524
狐壤邑	524
狗场营	524
狗脊岭	524
饴山	524
肤公城	524
肤施县	524
肤施邑	524
肥水	525
肥邑	525
肥乡县	525
肥水县	525
肥水堰	525
肥牛亭	525
肥如县	525
肥河卫	525
肥成县	525
肥城县	525
肥城郡	525
肥累县	525
服秦城	525
朋笮守捉	525
郇州	525
郇邑	525
郇国	525
郇阳县	525
郇阳邑	525
鱼山	525
鱼陂	525
鱼陵	525
鱼儿辅	525
鱼孔隘	525
鱼石洞	526
鱼龙川	526
鱼丘县	526
鱼台县	526
鱼池口	526
鱼齿山	526
鱼复县	526
鱼泉县	526
鱼亭镇	526
鱼盘县	526
鱼涪津	526
鱼梁城	526
鱼窝寨	526
备溪江城	526
昏磨城	526
昏驮多城	526
忽炭	526
忽汗州	526
忽汗河	526
忽汗城	526
忽汗海	526
忽牵河	526
忽章河	526
忽禅河	526
忽禅城	526
忽缠城	526
忽毡河	526
忽毡城	526
忽儿海卫	526
忽石门卫	526
忽剌温江	527
忽鲁八兴站	527
忽鲁爱卫	527
周马	527
周水	527
周庄	527
周罗	527
周南	527
周桥	527
周原	527
周浦	527
周窑	527
周港	527
周墩	527
周口店	527
周氏陂	527
周安堡	527
周阳邑	527
周武防	527
周昌县	527
周罗县	527
周城县	527
周城埠	527
周南山	527
周南郡	527
周首邑	527
周铁桥	527
周家市	528
周溪镇	528
周家店闸	528
周承休侯国	528
放山	528
放鹰台	528
于中	528
于邑	528
于中邑	528
于陵县	528
于陵邑	528
于商邑	528
于越国	528
於潜县	528
于余丘国	528
于都斤山	528
于襄千户所	528
郊邑	528
郊郢	528
京口	528
京师	528
京江	528
京县	528
京邑	529
京城	529
京洛	529
京山县	529
京水县	529
京口村	529
京玉关	529
京东路	529
京西路	529
京兆尹	529
京兆县	529
京兆府	529
京兆郡	529
京池县	529
京军县	529
京岘山	529
京兹邑	529
京陵县	529
京畿道	529
京畿路	530
京东东路	530
京东西路	530
京西北路	530
京西南路	530
京兆府路	530
夜护	530
夜邑	530
夜来山	530
夜郎霸	530
夜郎县	530
夜郎国	530
夜郎驿	530
夜郎郡	530
兖水	531
兖州	531
兖州府	531
育水	531
育犁县	531
庞邑	531
店埠镇	531
庙街	531
庙山站	531
庙川堡	531
庙子角	531
庙底沟	531
庙前市	531
庙湾镇	531
府州	531
府谷县	531
府城寨	531
底柱	531
底张驿	531
底失卜站	531
底寨等处长官司	531
底窝紫江等处长官司	531
庚宗邑	531
废丘县	532
川寨	532
穰镇	532
怯绿连河	532
怛没城	532
怛罗斯	532
怛满城	532
怕剌	532
炎方驿	532
冽水	532
冽口县	532
净州	532
净乐县	532
净州路	532
净江站	532
净居寺	532
净慈寺	532
沫水	532
沫邑	532
浅澳	532
浅水县	532
法王寺	532
法云寺	532
法华山	532
法华寺	533
法库门	533
法库厅	533
法海寺	533
法源寺	533
法因河卫	533
沽河	533
沭阳县	533
沭阳郡	533
河中	533
河内	533
河水	533
河右	533
河东	533
河北	533
河外	533
河西	533
河曲	533
河州	534
河陇	534
河宗	534
河南	534
河亭	534
河桥	534
河朔	534
河婆	534
河湖	534
河溪	534
河山县	534
河口县	534
河子镇	534
河中府	534
河内县	535
河内郡	535
河平县	535
河东州	535
河东县	535
河东郡	535
河东道	535
河东路	535
河北山	535
河北屯	535
河北县	535
河北郡	535
河北道	535
河北路	535
河田里	536
河目县	536
河西务	536
河西州	536
河西县	536
河曲县	536
河会城	536
河州府	536
河关县	536
河池州	536
河池县	536
河池郡	536
河阳州	536
河阳县	536
河阳邑	536
河阳郡	536
河阳桥	537
河阳宫	537
河阴仓	537
河阴县	537
河阴郡	537
河间县	537
河间邑	537
河间国	537
河间府	537
河间郡	537
河间路	537
河沙堡	537
河纳县	537
河罗县	537
河姆渡	537
河南县	537
河南国	537
河南府	538
河南城	538
河南郡	538
河南道	538
河南路	538
河洑关	538
河津县	538
河浒镇	538
河诺城	538
河清军	538
河清县	538
河董城	538
河源军	538
河源县	538
河源郡	538
河滨关	538
河滨县	538
河滨堡	538
河东北路	538
河东南路	539
河北三镇	539
河北东路	539
河北西路	539
河头中营	539
河西五郡	539
河西四郡	539
河西走廊	539
河阳三城	539
河阳堡部	539
河南四镇	539
河池千户所	539
河间盐运司	539
河东山西道宣慰司	539
河南等处行中书省	540
河南江北等处行中书省	540
泷水	540
泷州	540
泷冈山	540
泷水县	540
泷水千户所	540
沾水	540
沾县	540
沾益州	540
泸水	540
泸州	540
泸山县	540
泸川县	540
泸川郡	540
泸州卫	540
泸江水	540
泸沽县	540
泸沽湖	541
泸河镇	541
泸南县	541
泸津关	541
泸溪县	541
泸溪郡	541
泹津渡	541
油口	541
油水	541
油罗关	541
沮中	541
沮水	541
沮州	541
沮县	541
沮末城	541
沮阳县	541
沮洳城	541
泗口	541
泗水	541
泗州	542
泗水县	542
泗水亭	542
泗水郡	542
泗安镇	542
泗阳县	542
泗城州	542
泗城府	542
泗洲寨	542
泊头镇	542
泊汋城	542
泜水	542
泃水	542
沿海	542
沿边溪洞军民府	542
沿边溪洞招讨司	542
沿河祐溪长官司	543
泺口	544
泺水	543
泺关	543
沸泉水	543
沸流水	543
注邑	543
注人邑	543
泮水场	543
沛丘	543
沛汗	543
沛县	543
沛邑	543
沛国	543
沛郡	543
泫氏县	543
泫氏邑	543
泬水	543
沱	543
沱口城	543
沱江驿	544
泌阳县	544
泥水	544
泥岭	544
泥山镇	544
泥公山	544
泥汉口	544
泥阳县	544
泥阳镇	544
泥沽寨	544
泥溪城	544
泥溪长官司	544
泓上	544
泓水	544
泇河	544
泇口镇	544
波水	544
波州	544
波县	544
波州大池	544
波罗坑营	544
波谜罗川	544
波斯都督府	545
泽州	545
泽潞	545
泽心寺	545
泽田寺	545
泽州府	545
泾州	545
泾阳	545
泾原	545
泾川县	545
泾阳县	545
泾南县	545
泾原路	545
泾惠渠	545
治水	546
治城	546
治平县	546
治平寨	546
治城县	546
泑泽	546
洲场	546
漂水	546
漂口	546
漂乡县	546
泒水	546
郱邑	546
郑州	546
郑县	546
郑邑	546
郑陈	546
郑陂	546
郑国	546
郑城	546
郑公乡	546
郑国渠	546
郑家店	546
郑家坊	547
单州	547
单县	547
单国	547
单于台	547
单父县	547
单父邑	547
单桓国	547
单牒县	547
单父侯国	547
单单大岭	547
单于都护府	547
宝山	547
宝州	547
宝停	547
宝山州	547
宝山县	547
宝山城	547
宝井堡	547
宝丰县	547
宝丰镇	547
宝田寺	547
宝华山	547
宝庆县	548
宝庆府	548
宝庆路	548
宝兴军	548
宝宁县	548
宝安县	548
宝应州	548
宝应军	548
宝应县	548
宝鸡县	548
宝坻县	548
宝昌州	548
宝城县	548
宝顶山	548
宝相寺	548
宝带桥	548
宝香亭	548
宝泉监	548
宝积监	548
宝通州	548
宝盖寨	548
宝鼎县	548
宝兴银场	548
宝积铁场	548
宝山千户所	548
宗水	549
宗州	549
宗国	549
宗丘邑	549
宗安县	549
宗居县	549
宗城县	549
宗哥城	549
定山	549
定州	549
定城	549
定陵	549
定窑	549
定川县	549
定川郡	549
定川寨	549
定云府	550
定水镇	550
定平县	550
定东县	550
定旦铺	550
定边卫	550
定边军	550
定边县	550
定边寨	550
定西州	550
定西县	550
定西城	550
定西寨	550
定戎城	550
定戎郡	550
定戎堡	550
定州路	550
定兴县	550
定江寨	550
定军山	550
定安州	550
定安县	550
定阳县	550
定阳邑	551
定阳郡	551
定远厅	551
定远州	551
定远军	551
定远县	551
定远府	551
定远城	551
定远郡	551
定连城	551
定苲县	551
定昌军	551
定昌路	551
定昆池	551
定周县	551
定城县	551
定城郡	551
定南厅	551
定南县	551
定南郡	552
定胡县	552
定胡郡	552
定羌军	552
定羌县	552
定侯国	552
定秦堡	552
定莋县	552
定海卫	552
定海厅	552
定海县	552
定难军	552
定陵县	552
定陵郡	552
定陶县	552
定陶国	552
定陶镇	552
定理县	552
定理府	552
定番州	552
定颖县	552
定廉县	553
定襄县	553
定襄郡	553
定霸县	553
定辽中卫	553
定辽左卫	553
定辽右卫	553
定辽后卫	553
定辽前卫	553
定辽都卫	553
定罗土司	553
定南千户所	553
定海千户所	553
定海后千户所	553
定海中中千户所	553
定海中左千户所	553
宕州	553
宕川县	553
宕昌县	553
宕昌城	553
宕昌郡	553
宕昌寨	553
宕渠水	554
居渠郡	554
宕渠县	554
宠邑	554
宠洲	554
宜山	554
宜州	554
宜国	554
宜城	554
宜山县	554
宜川县	554
宜丰县	554
宜北县	554
宜禾县	554
宜兰县	554
宜民县	555
宜伦县	555
宜迁县	555
宜娘山	555
宜兴卫	555
宜兴州	555
宜兴县	555
宜兴军	555
宜兴埠	555
宜兴府	555
宜安邑	555
宜阳县	555
宜阳邑	555
宜阳郡	555
宜阳栅	555
宜寿县	555
宜芳县	555
宜沟站	555
宜良州	555
宜君县	555
宜君郡	556
宜昌县	556
宜昌府	556
宜春县	556
宜春观	556
宜春郡	556
宜城县	556
宜都县	556
宜秋城	556
宜都郡	556
宜宾县	556
宜陵镇	556
宜黄场	556
宜黄县	556
宜章县	556
宜梁县	556
宜善乡	556
宜湘镇	556
宜禄县	557
宜成侯国	557
宜君护军	557
宜兴千户所	557
官山	557
官竹	557
官村	557
官河	557
官阁	557
官桥	557
官渡	557
官澳	557
官台山	557
官台场	557
官母屿	557
官洲站	557
官窑馆	557
官渡县	557
官富场	557
官塘山	557
官塘站	557
官潭墟	557
官渡河镇	557
宛丘	557
宛州	557
宛阳	557
宛县	557
宛邑	557
宛塘	558
宛平县	558
宛丘县	558
宛冯邑	558
宛里城	558
宛秀城	558
宛亭县	558
宛陵县	558
宛温县	558
宛暖县	558
宛濮邑	558
空泽	558
空桑	558
空云城	558
空灵城	558
空桐邑	558
空舲峡	558
学射山	558
卷县	558
卷邑	558
羌水	558
羌桥	558
羌白镇	558
羌浪驿	559
羌道县	559
诚州富盈等处长官司	559
该朱城	559
视田墟	559
祈年宫	559
祇洹寺	559
祊邑	559
祊城	559
祋栩县	559
郎山	559
郎州	559
郎邑	559
郎步镇	559
郎岱厅	559
郎官湖	559
郎茫州	559
郓州	559
郓邑	559
郓濮	559
郓城县	559
戾陵	559
戾陵堰	559
房州	559
房村	560
房县	560
房国	560
房山县	560
房子县	560
房子邑	560
房公湖	560
房村站	560
房锺邑	560
房陵县	560
房陵邑	560
房陵郡	560
房山侯国	560
弥末	560
弥泽	560
弥川县	560
弥川寨	560
弥牢镇	560
弥沙县	560
弥浑戍	560
弥勒州	560
弥勒部	560
弥鹿部	561
弦州	561
弦国	561
弦蒲薮	561
鄩邑	561
居风县	561
居延县	561
居延海	561
居庸山	561
居庸关	561
居庸县	561
居巢县	561
居巢邑	561
居巢侯国	561
居就县	561
屈邑	561
屈潭	561
屈支国	561
屈甲洲	561
屈邑县	561
屈利水	561
屈茨国	561
屈兹国	561
屈家岭	562
屈野川	562
肃州	562
肃宁县	562
肃宁城	562
肃州卫	562
肃州路	562
肃远寨	562
肃然山	562
肃慎县	562
建州	562
建江	562
建安	562
建陵	562
建窑	562
建义县	562
建子城	562
建水州	562
建水县	562
建水城	563
建平县	563
建平郡	563
建平站	563
建业县	563
建宁军	563
建宁县	563
建宁府	563
建宁郡	563
建宁堡	563
建宁路	563
建成县	563
建州卫	563
建兴县	563
建兴郡	564
建安戍	564
建安州	564
建安军	564
建安县	564
建安府	564
建安郡	564
建安城	564
建安站	564
建安镇	564
建阳卫	564
建阳县	564
建阳郡	564
建阳溪	564
建阳镇	564
建邺县	564
建伶县	564
建初寺	565
建初县	565
建武军	565
建昌卫	565
建昌州	565
建昌军	565
建昌县	565
建昌府	565
建昌郡	565
建昌站	565
建昌营	565
建昌路	565
建忠郡	565
建始县	565
建城县	565
建城郡	566
建威县	566
建威城	566
建瓯县	566
建信县	566
建都郡	566
建桥镇	566
建陵县	566
建陵郡	566
建康军	566
建康县	566
建康府	566
建康郡	566
建康宫	566
建康路	566
建雄军	566
建福县	566
建德江	566
建德县	566
建德府	567
建德路	567
建平侯国	567
建成侯国	567
建州左卫	567
建阳侯国	567
建昌前卫	567
建陵左县	567
建陵侯国	567
建德力河	567
建武千户所	567
建安典船校尉	567
建昌打冲河中前千户所	567
陕东	567
陕州	567
陕县	567
陕邑	567
陕陌	567
陕津	567
陕郡	567
陕原	567
陕中县	567
陕西路	568
陕西布政使司	568
陕西行都指挥使司	568
陕西等处行中书省	568
陕西四川等处行中书省	568
降水	568
降圣州	568
降昆县	568
限门寨	568
妹邑	568
妹子山	568
姑苏	568
姑妹	568
姑末	568
姑苏山	568
姑苏台	568
姑复县	568
姑射山	568
姑密邑	568
姑蔑邑	568
姑幕县	569
姑臧县	569
姑墨川	569
姑墨州	569
姑墨国	569
姑熟城	569
姑墨州都督府	569
始州	569
始丰县	569
始平县	569
始平郡	569
始兴江	569
始兴县	569
始兴郡	569
始宁县	570
始宁郡	570
始宁墅	570
始安县	570
始安岭	570
始安郡	570
始阳县	570
始昌县	570
始昌苑	570
始建县	570
始建国	570
始新县	570
始康县	570
始康郡	570
弩支城	570
迦布罗	570
迦师城	570
参山	570
参合县	571
参合陉	571
参合陂	571
参县	571
孤山	571
孤圻	571
孤邑	571
孤山堡	571
孤公戍	571
孤竹国	571
孤胡国	571
驷望县	571
驺虞城	571
驻跸山	571
驼涧	571
驿马关	571
驿台镇	571
骀国	571
骀上邑	571
纻溪	571
练固	571
练渎	571
练湖	571
练祁市	571
细川	572
细柳	572
细叶川	572
细阳县	572
细浮图寨	572
织云	572
织金城	572
终南山	572
终南县	572
绍庆府	572
绍兴县	572
绍兴府	572
绍兴路	572
绍熙府	572
绍庆珍州南平等处沿边宣慰司	572
绎邑	572
绎幕县	572
经县	572
经扶县	572
经城县	572
经略军	572
孟州	573
孟店	573
孟亭	573
孟津	573
孟渎	573
孟门山	573
孟门县	573
孟子山	573
孟艮府	573
孟弄州	573
孟定府	573
孟定路	573
孟店镇	573
孟杰路	573
孟河城	573
孟养府	573
孟津关	573
孟津县	573
孟诸泽	573
孟绢路	573
孟陵县	573
孟陵镇	573
孟猪泽	574
孟爱府	574
孟溪堡	574
孟隆路	574
孟遮版纳	574
孟广长官司	574
孟连长官司	574
孟并长官司	574
孟养长官司	574
孟养宣慰司	574
孟琏长官司	574
孟密安抚司	574
甾县	574
甾川国	574
甾丘县	573
沓中	574
沓氏县	574
沓屏峰	574
沓磊驿	574
贯邑	574
贯国	574
贯洞	574
贯保寨	574
承州	574
承营	574
承乡镇	575
承天寺	575
承天军	575
承天府	575
承化县	575
承休县	575
承阳县	575
承筐邑	575
承德州	575
承德县	575
承德府	575
承天门街	575
函山	575
函州	575
函邑	575
函国	575
函陵	575
函氏邑	575
函冶邑	575
函谷关	575
函口千户所	575
珍州	575
珍州思宁等处长官司	575
玉坑	575
玻璃陂城	575
毒乐河	576
春州	576
春明	576
春申江	576
春谷县	576
春祺县	576
春源厅	576
帮源洞	576
契吴山	576
契吴城	576
贰邑	576
贰师城	576
项关	576
项县	576
项国	576
项城县	576
项城阜	576
县	576
垣县	576
垣邑	576
垣曲县	576
垣苗城	576
垣雍邑	576
城山	577
城口	577
城棣	577
城口村	577
城口堡	577
城子驿	577
城子崖	577
城子镇	577
城中县	577
城月站	577
城父县	577
城父邑	577
城平县	577
城乐县	577
城阳山	577
城阳州	577
城阳县	577
城阳邑	577
城阳国	577
城阳郡	577
城阶县	577
城步县	577
城固县	577
城武县	578
城鉏邑	578
城棣邑	578
城颍邑	578
城濮邑	578
城都侯国	578
城陵矶镇	578
垛庄驿	578
垝津	578
垓下	578
垓竿镇	578
栅口	578
栅水	578
栅城府	578
栅渊县	578
柳下	578
柳州	578
柳陈	578
柳城	578
柳桥	578
柳浦	578
柳营	578
柳子寨	578
柳中县	578
柳中城	578
柳市镇	579
柳州市	579
柳州府	579
柳州路	579
柳江县	579
柳条边	579
柳沟卫	579
柳林村	579
柳林城	579
柳林集	579
柳林堡	579
柳岭县	579
柳侯国	579
柳河县	579
柳河馆	579
柳城军	579
柳城县	579
柳城郡	579
柳泉驿	579
柳泉镇	579
柳埠镇	579
柳营江	580
柳强镇	580
柳溪亭	580
柳追和城	580
柳泉侯国	580
柳营江城	580
柳沟千户所	580
柯邑	580
柯亭	580
柯散	580
柯提	580
柯阴县	580
柯桥镇	580
柸溪	580
柤中	580
柤邑	580
相州	580
相县	580
相邑	580
相田市	580
相安镇	580
相如县	580
相里站	580
相国寺	581
樍县	581
樍邑	581
樍道	581
柞山	581
柞溪水	581
柘州	581
柘县	581
柘林	581
柘洋	581
柘支城	581
柘折城	581
柘矶镇	581
柘林县	581
柘林郡	581
柘林寨	581
柘林澳	581
柘城县	581
柘荣县	581
柘皋镇	581
柏谷	581
柏国	581
柏举	582
柏海	582
柏人县	582
柏人邑	582
柏乡县	582
柏井城	582
柏仁县	582
柏兴州	582
柏兴府	582
柏坊站	582
柏谷山	582
柏谷坞	582
柏谷城	582
柏崖山	582
柏崖仓	582
柏肆坞	582
柏梁台	582
柏壁城	582
柏乡侯国	582
柏兴千户所	582
枹罕县	582
枹罕郡	582
枹罕镇	583
栎邑	583
栎头镇	583
栎阳戍	583
栎阳县	583
栎阳邑	583
柱子崮	583
柿林县	583
柽邑	583
树佛寺	583
树枝水	583
树敦城	583
政州	583
政和圩	583
政和县	583
政宾县	583
故市	583
故关	583
故驿	583
故道	583
故墅	583
故镇	583
故市县	584
故安县	584
故阳里	584
故城县	584
故城镇	584
故埠镇	584
故道水	584
故道县	584
故鄣县	584
故且兰县	584
胡苏	584
胡国	584
胡城	584
胡亭	584
胡墅	584
胡卢碛	584
胡奴阜	584
胡阳县	584
胡苏县	584
胡谷堡	584
胡良津	584
胡陈站	584
胡陈镇	584
胡岭关	584
胡林站	584
胡凯山	585
胡空堡	585
胡柳陂	585
胡原县	585
胡逗洲	585
胡浪山	585
胡家营	585
胡陵邑	585
胡梁津	585
胡密国	585
胡镇村	585
胡熟县	585
胡壁镇	585
胡里改路	585
胡实健国	585
胡洛盐池	585
胡孰侯国	585
封山	585
封州	585
封江	585
封桥	585
封嵎	585
封山县	585
封山郡	585
封川县	586
封开县	586
封父国	586
封平县	586
封龙山	586
封龙邑	586
封田城	586
封丘县	586
封乐县	586
封州路	586
封兴县	586
封阳县	586
封谷邑	586
封陆邑	586
封陵县	586
封陵邑	586
封陵渡	586
封禅寺	586
封溪水	586
封溪县	586
封斯侯国	586
封门千户所	586
荆	586
荆山	586
荆台	587
荆州	587
荆江	587
荆村	587
荆南	587
荆溪	587
荆山县	587
荆山洪	587
荆山郡	587
荆门山	587
荆门军	587
荆门州	587
荆门县	587
荆门府	587
荆门城	588
荆门站	588
荆州府	588
荆江口	588
荆阳县	588
荆南山	588
荆轲城	588
荆硖镇	588
荆隆口	588
荆紫关	588
荆湖路	588
荆溪县	588
荆湖北路	588
荆湖南路	588
荆湖北道宣慰司	588
荆湖等路行中书省	588
剌桐城	588
剌榆店	588
剌鲁卫	588
剌客寨长官司	588
勃澥	588
勃令驿	588
勃弄县	589
勃弄赕	589
勃利州	589
勃突山	589
勃特山	589
勃海郡	589
郚邑	589
郚城县	589
郚乡侯国	589
郝州	589
郝城	589
郦山	589
郦州	589
郦县	589
郦邑	589
郙阁	589
郠邑	589
南山	589
南川	589
南乡	589
南冈	589
南中	590
南田	590
南甲	590
南乐	590
南头	590
南台	590
南交	590
南州	590
南关	590
南江	590
南池	590
南阳	590
南村	590
南园	590
南谷	590
南沙	590
南社	591
南诏	591
南坡	591
南岭	591
南岳	591
南京	591
南河	591
南沱	591
南城	591
南亭	592
南星	592
南洋	592
南津	592
南宫	592
南郡	592
南都	592
南桥	592
南亳	592
南浦	592
南海	592
南堂	592
南巢	592
南赕	592
南道	592
南湖	593
南渡	593
南塘	593
南楼	593
南楚	593
南镇	593
南澳	593
南山县	593
南山站	593
南川县	593
南川郡	593
南川寨	593
南川营	593
南川堡	593
南广县	593
南广郡	593
南义州	593
南乡县	593
南乡郡	593
南丰州	593
南丰县	594
南日山	594
南日寨	594
南中府	594
南凤州	594
南丹卫	594
南丹州	594
南丹县	594
南方州	594
南水军	594
南巴县	594
南巴郡	594
南尹州	594
南平军	594
南平州	594
南平县	595
南平郡	595
南平城	595
南石州	595
南田山	595
南田厅	595
南田县	595
南田站	595
南由县	595
南皮县	595
南市铺	595
南汇县	595
南汇嘴	595
南宁市	595
南宁军	595
南宁州	595
南宁县	595
南宁府	595
南宁路	595
南台江	596
南台县	596
南司州	596
南召县	596
南曲县	596
南华县	596
南合州	596
南会州	596
南充县	596
南充郡	596
南州津	596
南关堡	596
南兴州	596
南兴县	596
南江州	596
南江县	596
南江营	596
南安军	596
南安州	596
南安江	596
南安县	596
南安府	597
南安峡	597
南安郡	597
南安路	597
南阳县	597
南阳国	597
南阳府	597
南阳郡	597
南阳镇	597
南运河	597
南苏水	597
南苏城	597
南扶州	597
南极县	597
南里乡	597
南岐州	597
南甸州	598
南甸县	598
南甸府	598
南甸路　	598
南怀州	598
南谷州	598
南谷镇	598
南汴州	598
南沙县	598
南汾州	598
南诏场	598
南诏站	598
南陈馆	598
南青州	598
南直隶	598
南武城	598
南国县	598
南岭站	598
南旺湖	598
南昌县	598
南昌府	598
南昌郡	599
南昆州	599
南和乡	599
南和州	599
南和县	599
南和郡	599
南径岭	599
南京道	599
南京路	599
南郑邑	599
南河县	599
南泽州	599
南定州	599
南定县	599
南宕州	599
南建州	599
南郑县	599
南陕县	599
南垣州	600
南城县	600
南栈道	600
南荡圩	600
南郦县	600
南郢州	600
南剑州	600
南剑路	600
南胜县	600
南亭州	600
南兖州	600
南洋村	600
南浔镇	600
南洛州	600
南绛县	600
南宫县	600
南绛郡	600
南秦州	601
南秦县	601
南都郡	601
南晋州	601
南恭州	601
南夏州	601
南埕城	601
南顿县	601
南顿郡	601
南恩州	601
南恩路	601
南峰寺	601
南徐州	601
南部县	601
南部郡	601
南栾县	601
南朔州	601
南流县	601
南流郡	601
南浦水	601
南浦州	602
南浦县	602
南浦郡	602
南浦都	602
南海卫	602
南海县	602
南海郡	602
南海府	602
南涧县	602
南涧城	602
南宾县	602
南宾郡	602
南陵山	602
南陵县	602
南陵郡	602
南通州	602
南通县	602
南绥州	603
南埼湖	603
南营州	603
南埜县	603
南埜驿	603
南野县	603
南笼厅	603
南笼府	603
南康军	603
南康州	603
南康县	603
南康国	603
南康府	603
南康郡	603
南康路	603
南商县	603
南清河	603
南涪县	603
南梁州	603
南梁邑	604
南梁郡	604
南雄州	604
南雄县	604
南雄府	604
南雄路	604
南雅厅	604
南皖口	604
南解县	604
南翔镇	604
南渭州	604
南禅寺	604
南照集	604
南麂山(南己山)	604
南靖县	604
南新场	604
南新县	604
南新镇	604
南简州	605
南溪县	605
南溪郡	605
南静郡	605
南漳县	605
南谯郡	605
南德州	605
南潘郡	605
南燕县	605
南燕国	605
南澳山	605
南澳厅	605
南澳县	605
南隰州	605
南豫州	605
南豳州	605
南襄州	605
南襄郡	605
南县	605
南上洛郡	605
南山五谷	605
南义阳郡	605
南天水郡	606
南五泉县	606
南五部县	606
南太平郡	606
南平阳县	606
南东海郡	606
南白水县	606
南白水郡	606
南兰陵郡	606
南成侯国	606
南行唐县	606
南行唐邑	606
南充国县	606
南汝阴郡	606
南汝原县	606
南安邑县	606
南安湘郡	606
南阴平县	606
南阴平郡	606
南条荆山	606
南陆浑县	606
南武阳县	606
南武城县	606
南武都县	606
南河东郡	606
南宕渠郡	606
南始平县	607
南修武县	607
南济阴郡	607
南晋寿县	607
南晋寿郡	607
南海口关	607
南宾尉司	607
南琅邪郡	607
南馆陶镇	607
南渑池县	607
南深泽县	607
南隍城岛	607
南雁荡山	607
南棘阳县	607
南普陀寺	607
南湖嘴镇	607
南新丰县	607
南新市县	607
南新息县	607
南襄阳郡	607
南溪池亭	607
南山千户所	607
南乡千户所	607
南平长官司	607
南牟会新城	607
南甸宣抚司	607
南诏千户所	608
南京万户府	608
南丹州溪峒安抚司	608
南汇嘴中后千户所	608
南平綦江等处长官司	608
茜泾镇	608
茬县	608
茬平县	608
草市	608
草桥	608
草壁	608
草沟圩	608
草坪镇	608
草桥关	608
草堂寺	608
草凉楼站	608
草塘安抚司	608
莒州	608
莒县	608
莒邑	608
莒国	608
莒镇	608
莒父邑	608
莒溪铁务	608
茱萸隘	609
荞甸	609
茶山	609
茶地	609
茶洞	609
茶园关	609
茶园寨	609
茶园镇	609
茶店场	609
茶洋站	609
茶陵军	609
茶陵县	609
茶陵州	609
茶埠峪寨	609
茶山长官司	609
茶山百纳等处长官司	609
茗盈州	609
茭塘	609
茭道市	609
茭石矶镇	609
荒谷	609
荒浦	609
荒田驿	609
茨沟	609
茫布府	609
茫布路	609
荡山县	610
荡阴县	610
荡阴邑	610
荡社邑	610
荡阴里	610
荡昌县	610
茹县	610
茹陂	610
茹由县	610
茹麻岭	610
荔州	610
荔川寨	610
荔波州	610
荔波县	610
荔波峒	610
荔原堡	610
荔浦县	610
药州	610
药山县	610
药杀水	610
药园垒	610
兹乡侯国	610
荣州	610
荣县	610
荣劳	611
荣国	611
荣成县	611
荣安县	611
荣昌县	611
荣河县	611
荣经县	611
荣德县	611
荣懿县	611
荣锜氏邑	611
荦	611
荧泽	611
荧庭邑	611
荥州	611
荥波	611
荥泽	611
荥口邑	611
